Word,Frequency
olive presses created,1
future infrastructures support control,1
aggregated data patterns,1
engagements remain transient,1
often contradictory goals,1
classic loci show,1
agendas behind politics,1
design fiction movie,4
various scientific controversies,1
regulate society ‘,1
politically neutral future,1
blog /? p,2
would open people,1
turbidity sensors made,1
citizen science initiatives,1
university ranking systems,1
served two functions,1
prediction markets ’,1
bacon thus transformed,1
different regulatory tools,2
modernist colonial project,1
fermentation guthub project,2
biostrike project,1
early modern science,1
prototyping governance means rethinking,1
thales ’ monopoly,2
early thought experiments,1
resignation upon personal,1
"""parikka 2012 ),""",1
"""w ., weyerer""",1
"""w ., reidenberg""",1
"""w ., christensen""",1
"""w ., barberis""",2
"""j ., savičić""",1
"""j ., robinson""",1
"""j ., ojha""",1
"""j ., noone""",1
"""j ., murphy""",1
"""j ., hogan""",1
"""j ., barocas""",2
"""j ., achten""",1
distributed computing network,1
early modern period,1
open futures defined,1
open futures explored,1
sensitive design initiatives,1
california law review,1
words … indicating,1
future without serving,1
also involve various,1
peter galison ’,2
promising technology ....,1
evgeny morozov captured,1
instruments become invitations,1
existing status quo,4
mathematical abstraction defined,1
stringed instruments ).,1
build laboratory infrastructure,1
ssrn electronic journal,3
even global futures,1
festive rituals .’,1
"""sanders 2004 ),""",1
"""jacobs 1962 ),""",1
let us show,1
62 reshef kera,1
parasites ’( barbiero,1
precedents without insisting,1
serve new customers,1
applied agamben ’,1
thales ’ inventions,1
initiating new institutions,1
imagine new futures,1
workshop enabled participants,1
greatest advantage ?’,1
decentralized environmental monitoring,1
sandboxes allow stakeholders,1
tested new relations,1
prototypes without resigning,1
enhancing human agency,1
hungry parasites dependent,1
"""2013 ), parasites""",1
collectives like pechblenda,1
science instruments help,1
professional science instruments,1
"""g ., pei""",1
exploratory prototypes supported,1
community around science,1
tool crossed ideological,1
let us assume,1
artisans like drebbel,1
world without contradictions,1
19 blog following,1
xenoestrogens cause long,1
frivolous projects revive,1
opendrop enables citizens,1
political vita activa,2
"""k ., whiteley""",1
"""k ., sadowski""",1
"""k ., elliott""",1
"""k ., chen""",1
algorithms ever claimed,1
integrate new technologies,1
"""sciences ), bacon""",1
express foucault ’,1
community actions resulting,1
radical ways beyond,1
support ‘ regulation,1
social contract represented,1
entrepreneurial life …,1
"""making ), theoretical""",1
claiming final goals,1
preceded francis bacon,1
stimulate new connections,1
resignation upon innovation,1
modern scientific instruments,1
posthumous emblem book,1
serve different collectivities,1
modern thaleses,1
“ science artisans,1
thales ’ knowledge,1
aspirational ethical frameworks,1
global futures explored,1
help us define,1
different way ‘).,1
actors outside research,1
mocks traditional forms,1
open science projects,1
science artisan prototypes,1
another hackteria member,1
thales ’ control,1
financial crisis ignored,1
automation pays homage,1
"""), trust models""",1
cosmological phenomenon ).,1
opendrop electrowetting platform,1
many competing visions,1
different consensus mechanisms,1
send false messages,1
historically urged developers,1
7 foundational principles,2
ethnographic research mapped,1
day olive presses,1
global legal landscape,2
informal network closer,1
immanent time containing,1
supported science communication,1
"""p ., lianos""",1
"""p ., kraiński""",1
"""p ., coopamootoo""",1
faces similar challenges,1
‘ technological dreams,1
distributed computing ).,1
projects help citizens,1
new geopolitical networks,1
gender sovereignty ’,1
governance via sandboxes,1
two jacobean models,1
often creative experiments,1
developing countries interested,1
various cloud services,1
mundane activities depicted,1
diybio scholarship embraces,1
invite marginal groups,1
even antagonistic actors,1
artisanal renaissance instruments,1
"""great restoration ),""",1
open satellite data,1
‘ future worth,1
one grandiose project,1
code without prioritizing,1
air pump define,1
going back beyond,1
resignation upon agency,3
"""body ,""""""",1
control – time,1
pen prototyping resemble,1
prototype tactically explored,1
design ’( cavoukian,1
computer networking terminology,1
kitchin 2017 ).,1
blockchain requires maintenance,1
creating new tools,1
existing regulatory tools,1
open source technology,1
present diybio scholarship,1
neither equally visible,1
critical engineering manifesto,1
still feel part,1
dystopian futures unleashed,1
political abdication based,1
3d printing,3
experimental legal regimes,1
professor mrázek predicted,1
utopian ‘ republic,1
2 prototypes demarcating,2
critique .” time,1
build niche communities,1
new forecasting tool,1
strange eating habits,1
practitioners without sacrificing,1
roman zodiac sundials,1
citizen labs challenge,1
data across networks,1
civic vita activa,1
algorithms thus plays,1
participants via messages,1
html regulatory sandbox,1
recent diybio scholarship,1
even dehumanizing condition,1
improved industry standards,1
urbm8e3gune levels ).,1
society without insisting,1
build prototypes perform,1
autotelic prototypes democratize,1
solutions supported hackers,1
better decisions ”?,1
generate different algorithms,1
design fiction movies,1
artisan cornelius drebbel,1
thales ’ agency,1
"""r ., šourek""",1
"""r ., tybjerg""",1
"""r ., robinson""",1
"""r ., behan""",1
define comfortable levels,1
bring science closer,1
makes ‘ acts,1
prototypes supported cheaper,1
supported citizens defined,1
citizen science laboratories,1
values without insisting,1
"""c ., rawlings""",1
"""c ., kennedy""",1
"""c ., gano""",1
may seem useless,1
moral machine experiment,1
thales ’ insights,1
improve science reproducibility,1
subjects without influence,1
arbitrarily constructed chronos,1
allows ‘ innovation,1
eu leading directly,1
passage also alludes,1
regulatory forces defined,1
"""l ., wyman""",1
"""l ., shostak""",1
"""l ., godwin""",1
‘ transitory associations,1
transnational diy biology,2
solutions promising automation,1
sandbox usually means,1
technology automatically bring,1
science artisans perform,1
sandboxes supports temporary,1
eyes fixed upon,1
emerging maker fairs,1
building diy instruments,1
prototypes often obscure,1
groundbreaking algorithm emerged,1
governance machines repeat,1
governance machines dominate,1
governance machines disguise,1
governance machines conceal,1
"""kairos ), described""",1
economic development ’,1
monopoly contraption served,1
one else cares,1
thales ’ prediction,1
time insulin application,1
similar fringe communities,1
disruptive device monitors,1
regulatory sandboxes represent,1
truly protects citizens,1
present time ’,1
designing new infrastructure,1
sometimes also described,1
narrow vision .’,1
embracing new technologies,1
two main functions,1
new cursed inventors,2
global supply chains,1
political status quo,11
makers ’ questioned,1
various goals described,1
citizenship redemption model,1
individual patterns ’,1
existence new solutions,1
later algorithmic rules,1
exempla defining alternative uses,1
resignation upon kairos,1
improves predefined requirements,1
technological status quo,1
often conflicting agendas,1
greek wise man,1
